,date,depth_cm,year,month,day,month_day,winter
1048,2023-01-25,74.0,2023,1,25,1-25,2022-2023
1049,2023-01-26,88.0,2023,1,26,1-26,2022-2023
1050,2023-01-27,87.0,2023,1,27,1-27,2022-2023
1051,2023-01-28,85.0,2023,1,28,1-28,2022-2023
1052,2023-01-29,84.0,2023,1,29,1-29,2022-2023
1053,2023-01-30,85.0,2023,1,30,1-30,2022-2023
1054,2023-01-31,98.0,2023,1,31,1-31,2022-2023
1055,2023-02-01,89.0,2023,2,1,2-1,2022-2023
1056,2023-02-02,86.0,2023,2,2,2-2,2022-2023
1057,2023-02-03,89.0,2023,2,3,2-3,2022-2023
1058,2023-02-04,86.0,2023,2,4,2-4,2022-2023
1059,2023-02-05,85.0,2023,2,5,2-5,2022-2023
1060,2023-02-06,85.0,2023,2,6,2-6,2022-2023
1061,2023-02-07,84.0,2023,2,7,2-7,2022-2023
1062,2023-02-08,86.0,2023,2,8,2-8,2022-2023
1063,2023-02-09,86.0,2023,2,9,2-9,2022-2023
1064,2023-02-10,87.0,2023,2,10,2-10,2022-2023
1065,2023-02-11,88.0,2023,2,11,2-11,2022-2023
1066,2023-02-12,87.0,2023,2,12,2-12,2022-2023
1067,2023-02-13,85.0,2023,2,13,2-13,2022-2023
1068,2023-02-14,88.0,2023,2,14,2-14,2022-2023
1069,2023-02-15,92.0,2023,2,15,2-15,2022-2023
1070,2023-02-16,86.0,2023,2,16,2-16,2022-2023
1071,2023-02-17,86.0,2023,2,17,2-17,2022-2023
1072,2023-02-18,83.0,2023,2,18,2-18,2022-2023
1073,2023-02-19,83.0,2023,2,19,2-19,2022-2023
1074,2023-02-20,83.0,2023,2,20,2-20,2022-2023
1075,2023-02-21,85.0,2023,2,21,2-21,2022-2023
1076,2023-02-22,88.0,2023,2,22,2-22,2022-2023
1077,2023-02-23,100.0,2023,2,23,2-23,2022-2023
1078,2023-02-24,107.0,2023,2,24,2-24,2022-2023
1079,2023-02-25,105.0,2023,2,25,2-25,2022-2023
1080,2023-02-26,105.0,2023,2,26,2-26,2022-2023
1081,2023-02-27,110.0,2023,2,27,2-27,2022-2023
1082,2023-02-28,111.0,2023,2,28,2-28,2022-2023
1083,2023-03-01,140.0,2023,3,1,3-1,2022-2023
1084,2023-03-02,132.0,2023,3,2,3-2,2022-2023
1085,2023-03-03,140.0,2023,3,3,3-3,2022-2023
1086,2023-03-04,154.0,2023,3,4,3-4,2022-2023
1087,2023-03-05,163.0,2023,3,5,3-5,2022-2023
1088,2023-03-06,160.0,2023,3,6,3-6,2022-2023
1089,2023-03-07,155.0,2023,3,7,3-7,2022-2023
1090,2023-03-08,154.0,2023,3,8,3-8,2022-2023
1091,2023-03-09,152.0,2023,3,9,3-9,2022-2023
1092,2023-03-10,148.0,2023,3,10,3-10,2022-2023
1093,2023-03-11,146.0,2023,3,11,3-11,2022-2023
1094,2023-03-12,144.0,2023,3,12,3-12,2022-2023
1095,2023-03-13,143.0,2023,3,13,3-13,2022-2023
1096,2023-03-14,155.0,2023,3,14,3-14,2022-2023
1097,2023-03-15,185.0,2023,3,15,3-15,2022-2023
1098,2023-03-16,180.0,2023,3,16,3-16,2022-2023
1099,2023-03-17,173.0,2023,3,17,3-17,2022-2023
1100,2023-03-18,169.0,2023,3,18,3-18,2022-2023
1101,2023-03-19,175.0,2023,3,19,3-19,2022-2023
1102,2023-03-20,168.0,2023,3,20,3-20,2022-2023
1103,2023-03-21,167.0,2023,3,21,3-21,2022-2023
1104,2023-03-22,164.0,2023,3,22,3-22,2022-2023
1105,2023-03-23,160.0,2023,3,23,3-23,2022-2023
1106,2023-03-24,155.0,2023,3,24,3-24,2022-2023
1107,2023-03-25,155.0,2023,3,25,3-25,2022-2023
1108,2023-03-26,162.0,2023,3,26,3-26,2022-2023
1109,2023-03-28,160.0,2023,3,28,3-28,2022-2023
1110,2023-03-29,158.0,2023,3,29,3-29,2022-2023
1111,2023-03-30,163.0,2023,3,30,3-30,2022-2023
1112,2023-03-31,162.0,2023,3,31,3-31,2022-2023
1113,2023-04-01,165.0,2023,4,1,4-1,2022-2023
1114,2023-04-02,157.0,2023,4,2,4-2,2022-2023
1115,2023-04-03,155.0,2023,4,3,4-3,2022-2023
1116,2023-04-04,155.0,2023,4,4,4-4,2022-2023
1117,2023-04-05,155.0,2023,4,5,4-5,2022-2023
1118,2023-04-06,149.0,2023,4,6,4-6,2022-2023
1119,2023-04-07,139.0,2023,4,7,4-7,2022-2023
1120,2023-04-08,138.0,2023,4,8,4-8,2022-2023
1121,2023-04-09,138.0,2023,4,9,4-9,2022-2023
1122,2023-04-10,135.0,2023,4,10,4-10,2022-2023
1123,2023-04-11,130.0,2023,4,11,4-11,2022-2023
1124,2023-04-12,125.0,2023,4,12,4-12,2022-2023
1125,2023-04-13,120.0,2023,4,13,4-13,2022-2023
1126,2023-04-14,110.0,2023,4,14,4-14,2022-2023
1127,2023-04-15,105.0,2023,4,15,4-15,2022-2023
1128,2023-04-16,103.0,2023,4,16,4-16,2022-2023
1129,2023-04-17,95.0,2023,4,17,4-17,2022-2023
1130,2023-04-18,86.0,2023,4,18,4-18,2022-2023
1131,2023-04-19,87.0,2023,4,19,4-19,2022-2023
1132,2023-04-20,87.0,2023,4,20,4-20,2022-2023
1133,2023-04-21,85.0,2023,4,21,4-21,2022-2023
1134,2023-04-22,87.0,2023,4,22,4-22,2022-2023
1135,2023-04-23,80.0,2023,4,23,4-23,2022-2023
1136,2023-04-24,90.0,2023,4,24,4-24,2022-2023
1137,2023-04-25,95.0,2023,4,25,4-25,2022-2023
1138,2023-04-26,100.0,2023,4,26,4-26,2022-2023
1139,2023-04-27,100.0,2023,4,27,4-27,2022-2023
1140,2023-04-28,95.0,2023,4,28,4-28,2022-2023
1141,2023-04-29,88.0,2023,4,29,4-29,2022-2023
1142,2023-04-30,88.0,2023,4,30,4-30,2022-2023
1143,2023-04-30,0.0,2023,4,30,4-30,2022-2023
1144,2023-05-03,94.0,2023,5,3,5-3,2022-2023
1145,2023-05-04,108.0,2023,5,4,5-4,2022-2023
1146,2023-05-05,104.0,2023,5,5,5-5,2022-2023
1147,2023-05-07,85.0,2023,5,7,5-7,2022-2023
1148,2023-05-08,86.0,2023,5,8,5-8,2022-2023
1149,2023-05-09,80.0,2023,5,9,5-9,2022-2023
1150,2023-05-10,72.0,2023,5,10,5-10,2022-2023
1151,2023-05-10,73.0,2023,5,10,5-10,2022-2023
1152,2023-05-12,65.0,2023,5,12,5-12,2022-2023
1153,2023-05-13,60.0,2023,5,13,5-13,2022-2023
1154,2023-05-14,53.0,2023,5,14,5-14,2022-2023
1155,2023-05-15,48.0,2023,5,15,5-15,2022-2023
1156,2023-05-16,40.0,2023,5,16,5-16,2022-2023
1157,2023-05-17,34.0,2023,5,17,5-17,2022-2023
1158,2023-05-18,34.0,2023,5,18,5-18,2022-2023
1159,2023-05-19,30.0,2023,5,19,5-19,2022-2023
1160,2023-05-20,20.0,2023,5,20,5-20,2022-2023
1161,2023-05-21,15.0,2023,5,21,5-21,2022-2023
1162,2023-05-22,10.0,2023,5,22,5-22,2022-2023
1163,2023-12-02,40.0,2023,12,2,12-2,2023-2024
1164,2023-12-03,38.0,2023,12,3,12-3,2023-2024
1165,2023-12-04,65.0,2023,12,4,12-4,2023-2024
1166,2023-12-05,68.0,2023,12,5,12-5,2023-2024
1167,2023-12-06,64.0,2023,12,6,12-6,2023-2024
1168,2023-12-07,61.0,2023,12,7,12-7,2023-2024
1169,2023-12-08,60.0,2023,12,8,12-8,2023-2024
1170,2023-12-09,57.0,2023,12,9,12-9,2023-2024
1171,2023-12-10,52.0,2023,12,10,12-10,2023-2024
1172,2023-12-11,37.0,2023,12,11,12-11,2023-2024
1173,2023-12-11,42.0,2023,12,11,12-11,2023-2024
1174,2023-12-13,43.0,2023,12,13,12-13,2023-2024
1175,2023-12-14,0.0,2023,12,14,12-14,2023-2024
1176,2023-12-14,49.0,2023,12,14,12-14,2023-2024
1177,2023-12-15,47.0,2023,12,15,12-15,2023-2024
1178,2023-12-16,45.0,2023,12,16,12-16,2023-2024
1179,2023-12-17,45.0,2023,12,17,12-17,2023-2024
1180,2023-12-18,37.0,2023,12,18,12-18,2023-2024
1181,2023-12-19,0.0,2023,12,19,12-19,2023-2024
1182,2023-12-20,0.0,2023,12,20,12-20,2023-2024
1183,2023-12-21,0.0,2023,12,21,12-21,2023-2024
1184,2023-12-23,0.0,2023,12,23,12-23,2023-2024
